"accelRating","age","agilityRating","awareRating","bCVRating","bigHitTrait","birthDay","birthMonth","birthYear","blockShedRating","breakSackRating","breakTackleRating","cITRating","capHit","capReleaseNetSavings","capReleasePenalty","carryRating","catchRating","changeOfDirectionRating","clutchTrait","college","confRating","contractBonus","contractLength","contractSalary","contractYearsLeft","coverBallTrait","dLBullRushTrait","dLSpinTrait","dLSwimTrait","desiredBonus","desiredLength","desiredSalary","devTrait","draftPick","draftRound","dropOpenPassTrait","durabilityGrade","experiencePoints","feetInBoundsTrait","fightForYardsTrait","finesseMovesRating","firstName","forcePassTrait","hPCatchTrait","height","highMotorTrait","hitPowerRating","homeState","homeTown","impactBlockRating","injuryLength","injuryRating","injuryType","intangibleGrade","isActive","isFreeAgent","isOnIR","isOnPracticeSquad","jerseyNum","jukeMoveRating","jumpRating","kickAccRating","kickPowerRating","kickRetRating","lBStyleTrait","lastName","leadBlockRating","legacyScore","manCoverRating","passBlockFinesseRating","passBlockPowerRating","passBlockRating","penaltyTrait","physicalGrade","playActionRating","playBallTrait","playRecRating","playerBestOvr","playerSchemeOvr","portraitId","posCatchTrait","position","powerMovesRating","predictTrait","presentationId","pressRating","productionGrade","pursuitRating","qBStyleTrait","reSignStatus","releaseRating","rookieYear","rosterId","routeRunDeepRating","routeRunMedRating","routeRunShortRating","runBlockFinesseRating","runBlockPowerRating","runBlockRating","runStyle","scheme","sensePressureTrait","sizeGrade","skillPoints","specCatchRating","speedRating","spinMoveRating","staminaRating","stiffArmRating","strengthRating","stripBallTrait","tackleRating","teamId","teamSchemeOvr","throwAccDeepRating","throwAccMidRating","throwAccRating","throwAccShortRating","throwAwayTrait","throwOnRunRating","throwPowerRating","throwUnderPressureRating","tightSpiralTrait","toughRating","truckRating","weight","yACCatchTrait","yearsPro","zoneCoverRating","id","team","signatureSlotList"
91,28,85,84,85,0,19,2,1993,10,18,84,54,1750000,1550000,600000,93,72,84,0,"South Carolina",50,600000,3,4650000,3,4,0,0,0,0,0,0,0,27,24,0,0,11114,0,1,10,"Mike",2,0,69,0,17,9,"Atlanta",40,0,88,97,81,true,false,false,false,28,86,83,20,21,40,1,"Davis",43,475,10,29,33,57,1,88,10,1,11,81,81,7074,0,"HB",9,0,2405,15,0,30,0,11,56,2014,553124453,46,53,60,37,34,45,1,3,1,85,0,44,88,85,83,79,74,0,29,968359936,81,15,25,25,30,0,10,25,14,0,80,84,221,0,6,15,"553124453","49ers",
87,23,76,67,61,0,9,4,1998,54,16,41,52,500000,500000,0,61,58,83,0,"Charlotte",50,0,1,500000,1,2,0,0,0,0,0,0,0,8,47,0,0,510,0,0,45,"Ben",2,0,73,1,72,8,"Orlando",52,0,85,97,64,true,false,false,false,46,66,86,18,21,34,2,"DeLuca",19,0,62,35,35,35,0,77,15,1,69,64,64,1131,0,"SS",39,0,21794,62,0,77,2,0,19,2021,553124481,10,10,20,35,35,35,3,11,1,93,0,60,82,61,89,46,61,0,66,968359936,64,10,10,27,15,0,15,27,10,0,74,40,205,0,0,63,"553124481","49ers",
83,22,82,60,81,0,30,9,1998,23,71,72,45,500000,500000,0,65,69,77,0,"Texas",50,0,1,500000,1,4,0,0,0,0,0,0,0,8,41,0,0,210,0,0,10,"Sam",1,0,73,1,17,42,"Austin",31,0,86,97,59,true,false,false,false,7,76,85,14,18,10,1,"Ehlinger",27,0,10,16,14,18,1,82,77,1,18,59,59,937,0,"QB",10,0,21554,10,0,29,2,0,21,2021,553124578,23,27,36,10,15,25,3,6,0,91,0,46,79,73,86,54,67,0,27,968359936,59,71,71,83,79,1,75,83,72,1,90,63,230,0,0,13,"553124578","49ers",
78,27,67,82,26,0,29,5,1994,37,12,8,20,750000,700000,100000,23,28,51,0,"Indiana",50,100000,2,1400000,2,4,0,0,0,0,0,0,0,8,37,0,0,2803,0,0,10,"Dan",2,0,76,1,38,12,"Orland Park",84,0,90,97,66,true,false,false,false,67,28,70,22,24,10,1,"Feeney",85,160,12,63,69,67,0,85,6,1,20,69,69,8550,0,"LG",10,0,12641,15,0,34,0,11,25,2016,553124634,5,7,17,68,70,69,5,4,1,99,0,24,64,23,84,32,88,0,34,968359936,66,6,6,22,6,0,6,27,10,0,79,35,310,0,4,20,"553124634","49ers",
76,30,58,72,15,0,13,3,1991,25,12,7,10,1000000,950000,100000,25,25,41,0,"Alabama",50,100000,2,1900000,2,4,0,0,0,0,0,0,0,8,33,0,0,16821,0,0,10,"D.J.",2,0,77,1,12,17,"New Orleans",86,0,87,97,74,true,false,false,false,65,10,69,25,25,10,1,"Fluker",78,1300,15,74,77,75,0,87,6,1,20,74,74,5799,0,"RT",10,0,956,10,0,24,0,11,12,2012,553124673,5,5,10,78,81,78,5,3,1,99,0,12,60,10,85,10,91,0,39,968359936,74,6,6,30,6,0,6,30,15,0,77,25,342,0,8,20,"553124673","49ers",
91,29,90,89,65,0,16,2,1992,50,10,45,65,2750000,2350000,1600000,66,71,90,0,"Virginia Tech",50,1600000,4,9400000,4,3,0,0,0,0,0,0,1,27,12,0,0,11983,0,0,68,"Kyle",2,0,71,1,82,19,"Baltimore",52,0,89,97,87,true,false,false,false,23,66,91,19,19,50,1,"Fuller",12,2100,86,35,35,35,0,89,6,2,87,87,87,6423,0,"CB",54,0,10863,87,0,68,0,11,40,2013,553124721,4,11,21,35,35,35,8,13,1,99,0,64,91,65,94,40,62,1,59,968359936,87,6,6,36,6,0,6,36,10,0,87,36,194,0,7,92,"553124721","49ers",
80,25,62,71,10,0,8,2,1996,43,12,5,10,500000,500000,0,45,35,55,0,"Georgia",50,0,1,500000,1,4,1,0,0,0,0,0,0,27,50,0,0,569,0,0,31,"Lamont",2,0,75,1,50,32,"Fayetteville",85,0,88,97,65,true,false,false,false,61,10,67,25,25,10,1,"Gaillard",80,0,12,68,72,69,1,85,6,1,32,68,68,9463,0,"C",41,0,20542,10,0,40,0,0,12,2018,553124731,5,5,10,71,74,72,5,6,1,92,0,12,67,10,86,10,88,0,46,968359936,65,6,6,30,6,0,6,30,13,0,85,15,305,0,2,15,"553124731","49ers",
90,27,88,87,83,0,3,11,1993,33,22,78,92,6000000,4500000,7500000,75,89,84,0,"Northern Illinois",50,7500000,5,22500000,5,4,0,0,0,0,0,0,2,8,5,0,0,7289,1,1,10,"Kenny",2,1,76,1,46,12,"Chicago",54,0,82,97,85,true,false,false,false,19,80,93,21,24,74,1,"Golladay",29,1900,20,25,25,39,1,89,31,1,25,85,85,8568,1,"WR",10,0,12830,25,0,38,0,11,84,2016,553124801,82,83,84,18,25,56,13,0,1,90,0,94,90,75,84,84,74,0,30,968359936,85,20,24,58,29,0,33,36,20,0,89,69,213,1,4,29,"553124801","49ers","[{""isEmpty"":false,""locked"":false,""ovrThreshold"":70,""signatureAbility"":{""abilityGUID"":"""",""activationEnabled"":false,""activationId"":"""",""deactivationEnabled"":false,""deactivationId"":"""",""isPassive"":false,""isUnlocked"":false,""marketplaceAbilityAlias"":"""",""signatureActivationDescription"":"""",""signatureDeactivationDescription"":"""",""signatureDescription"":""When in the red zone, receivers with this ability have a better chance to win contested catches against single coverage."",""signatureLogoId"":1180,""signatureTitle"":""Red Zone Threat"",""startActivated"":false,""unlockRequirement"":""""}},{""isEmpty"":false,""locked"":false,""ovrThreshold"":85,""signatureAbility"":{""abilityGUID"":"""",""activationEnabled"":false,""activationId"":"""",""deactivationEnabled"":false,""deactivationId"":"""",""isPassive"":false,""isUnlocked"":false,""marketplaceAbilityAlias"":"""",""signatureActivationDescription"":"""",""signatureDeactivationDescription"":"""",""signatureDescription"":""Receivers with this ability catch more consistently while catching passes 10-20 yards from the LoS; outside the numbers."",""signatureLogoId"":1334,""signatureTitle"":""Mid Out Elite"",""startActivated"":false,""unlockRequirement"":""""}}]"
85,24,80,65,48,0,25,5,1997,66,16,24,47,500000,500000,0,56,62,73,0,"Florida",50,0,1,500000,1,3,1,1,0,0,0,0,0,27,42,0,0,141,0,0,69,"Jonathan",2,0,75,1,81,9,"Hiram",80,0,84,97,67,true,false,false,false,99,47,75,18,21,20,0,"Greenard",27,0,40,45,45,45,1,81,6,1,67,67,67,305,0,"LE",61,0,21131,44,0,77,0,0,29,2019,553124845,19,21,31,45,45,45,14,20,1,98,1,47,79,43,76,44,77,1,76,968359936,67,6,6,19,6,0,6,23,11,0,77,32,263,0,1,50,"553124845","49ers",
90,21,80,66,48,0,2,5,2000,45,10,40,59,500000,500000,0,53,65,84,0,"San Diego State",50,0,1,500000,1,3,0,0,0,0,0,0,0,27,40,0,0,510,0,0,48,"Darren",2,0,71,0,63,4,"Pasadena",43,0,86,97,65,true,false,false,false,34,66,91,15,21,50,1,"Hall",21,0,59,35,35,35,1,86,6,1,67,65,65,1217,0,"CB",41,0,21487,70,0,66,0,0,39,2021,553124880,10,11,21,35,35,35,8,12,1,99,0,63,90,58,89,39,59,0,59,968359936,65,6,6,36,6,0,6,27,16,0,84,42,189,0,0,65,"553124880","49ers",
87,25,78,61,36,0,17,1,1996,66,12,16,31,500000,500000,0,45,53,70,0,"Middle Tennessee State",50,0,1,500000,1,3,0,0,1,0,0,0,0,27,38,0,0,1807,0,0,67,"Darius",2,0,74,1,79,23,"Horn Lake",73,0,82,97,58,true,false,false,false,47,36,76,10,12,10,2,"Harris",24,0,52,45,45,46,1,80,6,1,58,65,65,1443,0,"LOLB",63,0,21421,53,0,79,0,0,25,2019,553124917,12,15,25,45,45,48,3,11,1,99,0,28,82,32,88,24,69,0,78,968359936,58,6,6,10,6,0,6,14,10,0,87,27,238,0,1,58,"553124917","49ers",
74,29,54,90,10,0,13,5,1992,25,12,5,15,2500000,2150000,1400000,40,27,46,0,"Wisconsin",50,1400000,4,8600000,4,4,0,0,0,0,0,0,0,27,16,0,0,16850,0,0,10,"Rob",2,0,80,1,20,19,"Mount Airy",86,0,90,97,78,true,false,false,false,72,10,71,12,15,10,1,"Havenstein",86,2750,12,81,77,80,1,82,6,1,28,80,80,7166,0,"RT",10,0,2512,10,0,30,0,11,15,2014,553124950,5,5,15,89,83,87,5,4,1,99,0,15,56,10,78,10,84,0,35,968359936,78,6,6,11,6,0,6,11,15,0,83,21,328,0,6,13,"553124950","49ers",
92,25,83,75,80,0,9,11,1995,37,23,77,47,1250000,1150000,200000,86,67,80,0,"Wyoming",50,200000,2,2300000,2,4,0,0,0,0,0,0,0,27,30,0,0,2345,0,1,28,"Brian",2,0,73,1,49,12,"Belleville",54,0,95,97,71,true,false,false,false,27,79,82,13,12,73,1,"Hill",57,0,36,36,41,49,1,86,20,1,13,71,71,8584,0,"HB",17,0,12689,30,0,52,0,11,53,2016,553125006,50,57,65,27,31,44,1,4,1,87,0,44,90,73,87,73,76,0,51,968359936,71,18,22,22,28,0,27,36,11,0,83,83,219,0,4,44,"553125006","49ers",
89,23,88,68,88,0,7,8,1998,28,84,74,49,4000000,3000000,4000000,56,66,88,0,"Oklahoma",50,4000000,4,12000000,4,4,0,0,0,0,0,0,0,8,7,1,0,6043,0,1,10,"Jalen",0,0,73,1,30,42,"Houston",36,0,91,97,71,true,false,false,false,1,83,86,23,23,22,1,"Hurts",27,5,16,20,18,22,1,86,82,1,20,71,71,704,0,"QB",10,0,21033,14,0,36,2,11,27,2019,553125106,17,31,40,15,19,33,6,4,0,91,0,53,87,72,87,59,72,0,37,968359936,71,79,79,83,84,0,83,85,80,1,92,62,223,0,1,22,"553125106","49ers",
82,28,66,83,10,0,31,3,1993,70,12,10,15,1000000,950000,100000,39,36,65,0,"Maryland",50,100000,2,1900000,2,4,0,0,1,0,0,0,0,27,34,0,0,34,0,0,77,"Quinton",2,0,76,1,76,37,"Pittsburgh",82,0,86,97,66,true,false,false,false,97,28,72,20,21,10,0,"Jefferson",32,0,15,45,45,44,2,78,6,1,81,72,72,8072,0,"DT",62,0,17834,25,0,79,0,11,28,2015,553125178,2,3,10,45,45,45,13,15,1,99,1,15,73,25,76,10,80,0,78,968359936,66,6,6,22,6,0,6,10,10,0,83,25,291,0,5,25,"553125178","49ers",
85,24,76,80,45,0,5,1,1997,75,12,35,39,3000000,2500000,2000000,50,51,60,0,"Ohio State",50,2000000,4,10000000,4,3,1,0,1,0,0,0,1,8,9,0,0,1802,0,0,77,"Dre'Mont",2,0,75,1,80,34,"Cleveland",84,0,89,97,75,true,false,false,false,93,37,77,10,18,10,0,"Jones",17,7,21,45,45,45,1,78,6,1,79,75,75,9538,0,"LE",68,0,20553,19,0,82,2,11,26,2018,553125259,17,21,24,45,45,45,13,20,1,98,0,37,73,34,74,42,78,0,84,968359936,75,6,6,21,6,0,6,24,12,0,82,34,281,0,2,41,"553125259","49ers",
89,31,86,98,91,0,5,10,1989,40,42,76,91,8000000,6000000,10000000,72,96,75,0,"Cincinnati",50,10000000,5,30000000,5,4,0,0,0,0,0,0,3,27,4,1,0,660,1,1,20,"Travis",2,1,77,1,15,34,"Cleveland",74,0,89,97,99,true,false,false,false,87,83,92,32,35,6,1,"Kelce",59,12500,12,63,64,66,0,83,29,1,15,99,99,5920,0,"TE",20,0,890,10,0,42,0,11,87,2012,553125314,78,85,90,66,65,71,12,4,1,99,0,93,86,71,97,84,79,0,45,968359936,99,49,53,52,60,0,47,64,33,0,91,78,260,1,8,14,"553125314","49ers","[{""isEmpty"":false,""locked"":false,""ovrThreshold"":0,""signatureAbility"":{""abilityGUID"":"""",""activationEnabled"":false,""activationId"":"""",""deactivationEnabled"":false,""deactivationId"":"""",""isPassive"":false,""isUnlocked"":false,""marketplaceAbilityAlias"":"""",""signatureActivationDescription"":""Make 20+ yard catches"",""signatureDeactivationDescription"":""Consecutive passes not targeted"",""signatureDescription"":""Aggressive receivers overpower defenders and attack the football. When they enter the zone, this ability increases their success rate on aggressive catches against single coverage."",""signatureLogoId"":1103,""signatureTitle"":""Double Me"",""startActivated"":false,""unlockRequirement"":""""}},{""isEmpty"":false,""locked"":false,""ovrThreshold"":70,""signatureAbility"":{""abilityGUID"":"""",""activationEnabled"":false,""activationId"":"""",""deactivationEnabled"":false,""deactivationId"":"""",""isPassive"":false,""isUnlocked"":false,""marketplaceAbilityAlias"":"""",""signatureActivationDescription"":"""",""signatureDeactivationDescription"":"""",""signatureDescription"":""Receivers with this ability catch more consistently while catching passes 20+ yards from the LoS; outside the numbers."",""signatureLogoId"":1319,""signatureTitle"":""Deep Out Elite"",""startActivated"":false,""unlockRequirement"":""""}},{""isEmpty"":false,""locked"":false,""ovrThreshold"":85,""signatureAbility"":{""abilityGUID"":"""",""activationEnabled"":false,""activationId"":"""",""deactivationEnabled"":false,""deactivationId"":"""",""isPassive"":false,""isUnlocked"":false,""marketplaceAbilityAlias"":"""",""signatureActivationDescription"":"""",""signatureDeactivationDescription"":"""",""signatureDescription"":""When lined up at tight end, players with this ability have access to four additional hot routes during pre-play adjustments."",""signatureLogoId"":1203,""signatureTitle"":""TE Apprentice"",""startActivated"":false,""unlockRequirement"":""""}}]"
90,26,93,86,77,0,14,12,1994,63,10,60,75,5000000,4000000,5000000,74,76,93,0,"Iowa",50,5000000,5,20000000,5,2,0,0,0,0,0,0,1,27,6,0,0,9358,0,0,39,"Desmond",2,0,70,1,68,21,"Detroit",55,0,94,97,83,true,false,false,false,25,83,83,21,29,85,1,"King II",13,600,82,35,35,35,0,87,6,2,90,83,83,8620,0,"CB",31,0,12570,75,0,83,0,11,18,2016,553125339,10,12,22,35,35,35,1,12,1,99,0,76,88,67,85,44,72,0,62,968359936,83,6,6,21,6,0,6,21,12,0,81,28,200,0,4,86,"553125339","49ers",
63,39,50,58,10,0,11,8,1982,32,19,12,15,1250000,1250000,0,40,20,43,0,"Pittsburgh",50,0,1,1250000,1,4,0,0,0,0,0,0,0,0,64,0,0,41560,0,0,10,"Andy",2,0,73,0,12,32,"Westminster",14,0,84,97,69,true,false,false,false,14,10,27,77,94,10,1,"Lee",14,3500,16,11,11,11,1,94,20,1,28,72,72,1862,0,"P",10,0,26391,10,0,23,0,0,15,2003,553125413,15,15,15,14,14,14,5,4,1,99,0,15,64,10,87,10,40,0,35,968359936,69,28,33,45,36,0,20,48,16,0,70,10,185,0,17,24,"553125413","49ers",
86,25,78,63,45,0,21,10,1995,74,12,23,44,1750000,1550000,600000,49,53,70,0,"Wake Forest",50,600000,3,4650000,3,4,0,0,0,0,0,0,0,8,23,0,0,5467,0,0,58,"Marquel",2,0,75,1,79,19,"Waldorf",73,0,93,97,59,true,false,false,false,52,48,76,20,20,15,2,"Lee",13,0,47,45,45,45,1,80,6,0,64,69,69,8637,0,"LOLB",45,0,12739,43,0,81,0,11,16,2016,553125417,20,20,20,45,45,45,13,15,1,99,0,40,79,37,81,41,78,1,82,968359936,59,6,6,30,6,0,6,25,10,0,86,33,235,0,4,56,"553125417","49ers",
82,22,72,61,32,0,20,1,1999,67,12,18,25,500000,500000,0,42,38,68,0,"Baylor",50,0,1,500000,1,3,1,0,0,0,0,0,0,8,39,0,0,1856,0,0,60,"James",2,0,76,1,82,42,"Round Rock",80,0,89,97,64,true,false,false,false,92,32,72,13,17,10,0,"Lynch",29,0,26,45,45,45,1,79,9,1,58,64,64,437,0,"DT",73,0,20988,14,0,83,0,0,24,2019,553125496,14,19,22,45,45,45,13,20,1,96,0,27,72,22,78,37,82,0,76,968359936,64,9,9,30,9,0,9,23,17,0,87,39,302,0,1,32,"553125496","49ers",
90,27,88,67,87,0,30,10,1993,25,76,71,26,2000000,1750000,750000,66,62,85,0,"Oregon",50,750000,3,5250000,3,4,0,0,0,0,0,0,0,27,22,0,0,3497,0,0,10,"Marcus",2,0,76,1,25,10,"Honolulu",43,0,82,97,69,true,false,false,false,8,77,86,36,40,10,1,"Mariota",28,775,10,15,15,20,1,87,81,1,30,69,69,6979,0,"QB",10,0,19983,10,0,35,2,11,23,2014,553125524,19,29,39,20,20,28,1,4,3,98,0,31,88,77,70,64,60,0,28,968359936,69,76,76,80,84,0,81,87,77,1,91,40,222,0,6,24,"553125524","49ers",
